"","total_claim_amount","pol_bonus","pol_coverage","pol_duration","pol_sit_duration","pol_pay_freq","pol_payd","pol_usage","pol_insee_code","drv_drv2","drv_age1","drv_age2","drv_sex1","drv_sex2","drv_age_lic1","drv_age_lic2","vh_age","vh_cyl","vh_din","vh_fuel","vh_make","vh_model","vh_sale_begin","vh_sale_end","vh_speed","vh_type","vh_value","vh_weight"
"2808",1942.79,0.5,"Maxi",16,1,"Biannual","No","Retired","06123","Yes",81,79,"M","F",58,55,1,1390,86,"Gasoline","SEAT","IBIZA",1,1,177,"Tourism",12555,1000
"2809",4317.76,0.5,"Maxi",17,1,"Yearly","Yes","WorkPrivate","06083","No",75,0,"F","",9,0,2,998,68,"Gasoline","PEUGEOT","107",6,1,157,"Tourism",9450,790
"2810",-698.31,0.58,"Maxi",13,2,"Yearly","No","Retired","59165","No",63,0,"F","",37,0,3,1461,104,"Diesel","RENAULT","CLIO",4,1,186,"Tourism",19400,1235
"2811",324.93,0.5,"Maxi",26,2,"Yearly","No","Retired","35288","No",80,0,"F","",57,0,13,1761,111,"Gasoline","PEUGEOT","406",16,14,192,"Tourism",18386,1275
"2812",821.22,0.5,"Maxi",8,1,"Yearly","No","WorkPrivate","93055","No",57,0,"M","",24,0,1,1560,90,"Diesel","CITROEN","BERLINGO",2,1,160,"Tourism",21050,1429
"2813",647.36,0.5,"Maxi",15,1,"Yearly","No","WorkPrivate","75116","No",45,0,"M","",27,0,1,1598,105,"Diesel","VOLKSWAGEN","GOLF",2,1,190,"Commercial",21664,1239
"2814",1457.34,0.58,"Maxi",8,3,"Monthly","No","WorkPrivate","67131","Yes",53,48,"M","F",33,8,5,1998,142,"Diesel","SSANGYONG","ACTYON",5,1,163,"Tourism",22990,1917
"2815",-586.01,0.64,"Maxi",4,2,"Yearly","No","WorkPrivate","62193","No",41,0,"M","",18,0,2,1598,90,"Diesel","VOLKSWAGEN","POLO",2,1,180,"Tourism",16280,1082
"2816",-586.11,0.5,"Median1",10,2,"Biannual","No","Professional","69382","No",60,0,"F","",36,0,10,899,40,"Gasoline","FIAT","PANDA",17,15,135,"Commercial",6527,715
"2817",2319.88,0.9,"Maxi",11,3,"Yearly","No","WorkPrivate","64230","No",31,0,"M","",12,0,7,1997,136,"Gasoline","PEUGEOT","307",8,6,207,"Tourism",25350,1460
"2818",5410.7,0.5,"Maxi",1,1,"Monthly","No","Professional","51454","No",45,0,"M","",21,0,7,2188,90,"Diesel","RENAULT","MASTER",8,5,125,"Commercial",26850,0
"2819",56.19,0.5,"Maxi",15,1,"Biannual","No","WorkPrivate","44158","No",56,0,"F","",37,0,3,1493,109,"Diesel","KIA","RIO",6,4,176,"Tourism",14240,1131
"2820",56.19,0.5,"Maxi",14,3,"Yearly","No","WorkPrivate","57221","No",37,0,"F","",19,0,3,1398,68,"Diesel","CITROEN","C3",9,1,158,"Tourism",18150,1058
"2821",2683.76,0.5,"Maxi",1,1,"Biannual","No","WorkPrivate","74134","Yes",53,22,"F","M",35,4,3,1461,86,"Diesel","RENAULT","MEGANE",4,3,174,"Tourism",20000,1205
"2822",292.31,0.5,"Median2",5,1,"Yearly","No","WorkPrivate","28085","No",41,0,"M","",23,0,8,2179,136,"Diesel","PEUGEOT","406",10,6,205,"Tourism",33700,1342
"2823",2622.23,0.5,"Maxi",4,3,"Monthly","No","WorkPrivate","08417","Yes",45,33,"M","F",20,15,5,1870,125,"Diesel","RENAULT","SCENIC",6,5,190,"Tourism",23300,1430
"2824",77.86,0.5,"Maxi",7,7,"Yearly","No","Retired","75116","No",74,0,"M","",52,0,7,1587,109,"Gasoline","PEUGEOT","307",10,8,190,"Tourism",20150,1193
"2825",627.68,0.51,"Maxi",2,2,"Biannual","No","Professional","69211","No",57,0,"M","",38,0,2,1560,75,"Diesel","CITROEN","BERLINGO",3,3,151,"Commercial",15668,1960
"2826",1731.63,0.5,"Maxi",28,2,"Yearly","No","Retired","66136","Yes",62,60,"M","F",42,37,2,1997,150,"Diesel","PEUGEOT","3008",2,2,195,"Tourism",27300,1529
"2827",2458.3,0.5,"Maxi",3,3,"Monthly","No","WorkPrivate","54395","No",48,0,"F","",29,0,10,1896,131,"Diesel","AUDI","A3",11,8,205,"Tourism",29070,1200
"2828",1185.09,0.5,"Maxi",24,1,"Monthly","No","WorkPrivate","77477","Yes",49,52,"F","M",30,32,2,1108,55,"Gasoline","FIAT","PANDA",8,1,150,"Tourism",9100,840
"2829",433.51,0.6,"Maxi",6,2,"Monthly","No","WorkPrivate","57159","Yes",44,21,"F","M",19,111,8,1298,77,"Gasoline","SUZUKI","WAGON R",11,8,155,"Tourism",9490,975
"2830",1908.21,0.95,"Maxi",2,2,"Monthly","No","WorkPrivate","35238","No",38,0,"M","",8,0,8,1461,82,"Diesel","RENAULT","KANGOO",9,8,160,"Tourism",16050,1065
"2831",463.54,0.5,"Maxi",8,5,"Biannual","No","WorkPrivate","71523","Yes",65,52,"M","F",38,33,8,2172,125,"Diesel","OPEL","ASTRA",9,8,203,"Tourism",19800,1221
"2832",-598.22,0.5,"Maxi",1,1,"Yearly","No","Retired","67482","No",70,0,"M","",52,0,2,1997,164,"Diesel","CITROEN","C5",2,1,210,"Tourism",34850,1609
"2833",898.68,0.5,"Maxi",3,3,"Monthly","No","WorkPrivate","91377","No",37,0,"M","",18,0,9,2179,131,"Diesel","CITROEN","C8",9,6,182,"Tourism",33450,1648
"2834",105.05,0.57,"Maxi",3,1,"Yearly","No","WorkPrivate","93047","Yes",30,30,"F","M",11,12,1,1149,75,"Gasoline","RENAULT","TWINGO",3,1,169,"Tourism",10150,955
"2835",520.95,0.5,"Maxi",3,3,"Yearly","No","Retired","46042","Yes",79,82,"F","M",43,58,12,796,52,"Gasoline","DAEWOO","MATIZ",13,10,144,"Tourism",7577,776
"2836",-820.58,0.5,"Maxi",3,1,"Monthly","No","WorkPrivate","38179","Yes",47,38,"F","M",27,19,4,1461,106,"Diesel","RENAULT","MEGANE",6,5,185,"Tourism",21500,1205
"2837",572.9,0.58,"Median2",10,2,"Monthly","No","WorkPrivate","26200","Yes",55,24,"M","M",35,6,13,1753,60,"Diesel","FORD","FIESTA",16,13,158,"Tourism",11084,1010
"2838",-332.23,0.5,"Maxi",25,2,"Biannual","No","WorkPrivate","42265","Yes",58,35,"F","M",37,17,2,1461,68,"Diesel","RENAULT","CLIO",6,5,163,"Tourism",13050,1155
"2839",887.23,0.5,"Maxi",6,3,"Biannual","No","Retired","49328","Yes",63,39,"M","M",39,18,7,1896,131,"Diesel","VOLKSWAGEN","PASSAT",11,7,208,"Tourism",23570,1375
"2840",1400.48,0.64,"Maxi",1,1,"Monthly","No","WorkPrivate","12300","No",54,0,"F","",35,0,4,1560,90,"Diesel","PEUGEOT","207",5,4,182,"Tourism",15650,1205
"2841",1236,0.5,"Maxi",18,9,"Biannual","No","WorkPrivate","38053","No",63,0,"M","",39,0,14,1171,60,"Gasoline","RENAULT","CLIO",19,15,155,"Tourism",10199,820
"2842",169.74,0.5,"Maxi",13,1,"Yearly","No","Retired","65101","No",70,0,"M","",49,0,3,1995,115,"Diesel","RENAULT","TRAFIC",4,1,160,"Tourism",28150,1882
"2843",367.64,0.5,"Maxi",6,1,"Biannual","No","WorkPrivate","45234","Yes",52,19,"F","F",32,111,1,1461,68,"Diesel","DACIA","SANDERO",2,1,150,"Tourism",12200,1141
"2844",495.42,0.5,"Maxi",1,1,"Yearly","No","Retired","34129","No",64,0,"M","",39,0,8,2179,134,"Diesel","CITROEN","C5",10,7,205,"Tourism",29450,1560
"2845",75.88,0.5,"Maxi",6,6,"Yearly","No","Retired","62276","Yes",67,67,"M","F",38,37,12,1870,98,"Diesel","RENAULT","MEGANE",13,12,183,"Tourism",18127,1130
"2846",401.53,0.5,"Maxi",11,2,"Monthly","No","Professional","47001","No",71,0,"M","",53,0,6,2477,116,"Diesel","MITSUBISHI","PAJERO",7,5,150,"Tourism",33550,1755
"2847",2683.76,0.5,"Maxi",23,3,"Monthly","No","WorkPrivate","63019","Yes",51,29,"F","M",31,10,4,1461,86,"Diesel","NISSAN","NOTE",5,3,168,"Tourism",16900,1165
"2848",749.91,0.5,"Maxi",14,7,"Yearly","No","Retired","78440","No",78,0,"M","",49,0,7,1461,82,"Diesel","RENAULT","MEGANE",9,6,170,"Tourism",19900,1195
"2849",134.75,0.5,"Maxi",2,1,"Monthly","No","WorkPrivate","77449","No",35,0,"F","",17,0,4,1997,136,"Diesel","CITROEN","C4 PICASSO",4,3,190,"Tourism",31150,1640
"2850",-658.19,0.5,"Maxi",2,2,"Monthly","No","Retired","56143","No",81,0,"M","",47,0,2,2204,140,"Diesel","HONDA","CRV",4,2,187,"Tourism",33800,1612
"2851",380.98,0.9,"Maxi",2,2,"Yearly","No","WorkPrivate","01034","No",21,0,"F","",3,0,3,1229,81,"Gasoline","OPEL","CORSA",5,4,168,"Tourism",13900,1070
"2852",747.84,0.5,"Maxi",4,3,"Yearly","No","Professional","47032","No",54,0,"F","",26,0,4,1560,90,"Diesel","PEUGEOT","PARTNER",6,3,163,"Tourism",18900,1110
"2853",130.11,0.76,"Median2",14,1,"Monthly","No","WorkPrivate","59079","Yes",45,37,"F","F",24,13,16,954,45,"Gasoline","PEUGEOT","106",19,17,145,"Tourism",9818,850
"2854",1236,0.5,"Maxi",28,2,"Biannual","No","Retired","59392","No",81,0,"F","",57,0,2,998,68,"Gasoline","TOYOTA","AYGO",6,1,157,"Tourism",11650,790
"2855",1291.24,0.5,"Maxi",26,5,"Yearly","No","WorkPrivate","69388","No",57,0,"F","",34,0,5,1360,89,"Gasoline","PEUGEOT","207",5,4,180,"Tourism",13900,1219
"2856",1236,0.5,"Maxi",1,1,"Yearly","No","WorkPrivate","41125","Yes",52,47,"M","M",32,28,3,1332,96,"Gasoline","MITSUBISHI","COLT",7,3,180,"Tourism",13499,970
"2857",57.62,0.5,"Maxi",26,4,"Yearly","No","WorkPrivate","69271","No",56,0,"M","",36,0,4,2179,157,"Diesel","CITROEN","C-CROSSER",4,1,200,"Tourism",38150,1750
"2858",1699.42,0.5,"Maxi",7,7,"Yearly","No","Retired","22354","No",72,0,"F","",50,0,8,1896,101,"Diesel","AUDI","A3",10,8,188,"Tourism",21020,1170
"2859",1493.16,0.5,"Maxi",21,1,"Yearly","No","Retired","93029","No",86,0,"F","",53,0,4,998,68,"Gasoline","TOYOTA","AYGO",6,1,157,"Tourism",11650,790
"2860",201.35,0.68,"Median2",3,2,"Monthly","No","WorkPrivate","17338","No",26,0,"M","",8,0,22,1580,93,"Gasoline","PEUGEOT","405",24,19,177,"Tourism",15596,1020
"2861",232.69,0.5,"Maxi",18,4,"Yearly","No","Retired","30132","No",77,0,"M","",48,0,4,1461,68,"Diesel","RENAULT","KANGOO",6,3,148,"Commercial",17521,1120
"2862",-727.53,0.5,"Median2",1,1,"Monthly","No","WorkPrivate","33069","No",57,0,"F","",38,0,6,1240,66,"Gasoline","NISSAN","MICRA",8,3,154,"Tourism",11100,980
"2863",1236,0.5,"Maxi",20,8,"Monthly","No","Retired","60450","No",69,0,"M","",47,0,11,1769,60,"Diesel","CITROEN","C15",27,13,134,"Commercial",12190,1530
"2864",724.81,0.5,"Maxi",7,2,"Yearly","No","WorkPrivate","91589","Yes",35,35,"F","M",15,16,2,1560,92,"Diesel","CITROEN","XSARA",6,5,183,"Tourism",20750,1320
"2865",2683.76,0.5,"Maxi",5,5,"Biannual","No","Retired","43046","Yes",71,71,"F","M",50,51,10,1995,101,"Diesel","OPEL","ASTRA",12,9,188,"Tourism",18100,1221
"2866",358.07,0.5,"Maxi",8,2,"Biannual","No","WorkPrivate","14254","Yes",56,56,"M","F",33,36,4,1910,120,"Diesel","SUZUKI","SX4",5,4,188,"Tourism",18790,1190
"2867",2453.28,0.64,"Maxi",11,3,"Monthly","No","WorkPrivate","10387","No",42,0,"M","",15,0,9,1997,109,"Diesel","PEUGEOT","307",9,7,183,"Tourism",22250,1260
"2868",173.92,0.5,"Maxi",2,1,"Yearly","No","WorkPrivate","51454","Yes",42,45,"F","M",19,27,3,1242,75,"Gasoline","FORD","FIESTA",4,3,163,"Tourism",10600,1021
"2869",299.24,0.5,"Median2",28,2,"Biannual","No","WorkPrivate","29058","No",62,0,"M","",44,0,14,2798,123,"Diesel","IVECO","DAILY",15,12,134,"Commercial",34105,0
"2870",410.33,0.5,"Maxi",16,2,"Monthly","No","WorkPrivate","56083","No",50,0,"M","",31,0,2,1390,75,"Gasoline","DACIA","SANDERO",2,1,161,"Tourism",9890,1036
"2871",623.28,0.56,"Maxi",4,4,"Monthly","No","WorkPrivate","49106","Yes",36,30,"M","F",16,11,8,1997,90,"Diesel","PEUGEOT","206",12,6,180,"Tourism",16200,1010
"2872",456.09,0.5,"Maxi",7,2,"Monthly","No","Retired","65002","Yes",60,56,"M","M",41,28,7,1398,68,"Diesel","PEUGEOT","206",10,6,168,"Tourism",14500,1049
"2873",106.14,0.5,"Maxi",23,5,"Yearly","No","WorkPrivate","44069","No",56,0,"M","",38,0,8,1390,75,"Gasoline","VOLKSWAGEN","NEW BEETLE",8,6,161,"Tourism",20240,1345
"2874",1010.41,0.54,"Median2",3,3,"Yearly","No","WorkPrivate","69383","No",31,0,"M","",12,0,9,1598,120,"Gasoline","ALFA ROMEO","ALFA 147",11,7,195,"Tourism",18950,1200
"2875",3583.64,0.5,"Maxi",6,1,"Biannual","No","Retired","72154","Yes",64,64,"M","F",42,30,1,1461,86,"Diesel","RENAULT","MEGANE",3,1,175,"Tourism",21200,1215
"2876",106.14,0.64,"Maxi",8,1,"Yearly","No","WorkPrivate","62810","Yes",38,38,"M","F",19,18,1,1396,90,"Diesel","HYUNDAI","IX20",1,1,167,"Tourism",23490,1270
"2877",532.96,0.5,"Maxi",4,3,"Biannual","No","WorkPrivate","34183","Yes",61,50,"M","F",43,30,12,1596,101,"Gasoline","FORD","FOCUS",13,7,185,"Tourism",18300,1077
"2878",334.95,0.72,"Median2",1,1,"Monthly","No","WorkPrivate","74153","Yes",29,25,"M","F",9,3,8,1896,150,"Diesel","SEAT","LEON",10,9,215,"Tourism",21890,1239
"2879",4977.61,0.5,"Maxi",21,8,"Biannual","No","WorkPrivate","47280","No",78,0,"M","",50,0,13,1498,90,"Gasoline","DAEWOO","NEXIA",13,13,170,"Tourism",13399,1036
"2880",1180.58,0.62,"Maxi",10,3,"Monthly","No","WorkPrivate","69383","Yes",47,59,"F","M",29,29,11,2429,150,"Gasoline","CHRYSLER","VOYAGER",13,11,180,"Tourism",24377,1705
"2881",212.76,0.5,"Maxi",11,2,"Biannual","No","Professional","93053","No",46,0,"M","",16,0,4,1910,150,"Diesel","FIAT","BRAVO",4,3,209,"Tourism",22500,1360
"2882",106.14,0.5,"Maxi",26,2,"Biannual","No","WorkPrivate","80745","No",55,0,"F","",35,0,3,1686,101,"Diesel","OPEL","MERIVA",8,2,178,"Tourism",18120,1380
"2883",521.87,0.5,"Maxi",14,2,"Biannual","No","WorkPrivate","10333","No",39,0,"F","",21,0,9,1587,96,"Gasoline","CITROEN","XSARA",10,9,171,"Tourism",16600,1315
"2884",468.42,0.5,"Maxi",5,1,"Biannual","No","Retired","95219","Yes",66,63,"M","F",46,43,5,1560,109,"Diesel","CITROEN","C5",7,4,190,"Tourism",26500,1424
"2885",207.06,0.5,"Median2",3,3,"Yearly","No","WorkPrivate","79280","No",36,0,"F","",18,0,15,2188,83,"Diesel","RENAULT","LAGUNA",17,14,175,"Tourism",18615,1335
"2886",430.35,1.18,"Maxi",2,2,"Yearly","No","WorkPrivate","38188","Yes",21,47,"M","M",3,21,3,1461,106,"Diesel","RENAULT","CLIO",6,4,190,"Tourism",21400,1200
"2887",478.02,0.5,"Median2",18,4,"Biannual","No","Professional","71204","No",62,0,"M","",42,0,11,2798,106,"Diesel","IVECO","DAILY",12,9,126,"Commercial",30438,0
"2888",-604.85,0.5,"Median2",12,3,"Yearly","No","WorkPrivate","56162","Yes",47,43,"M","F",29,18,11,1870,102,"Diesel","RENAULT","SCENIC",11,10,174,"Tourism",20124,1290
"2889",110.98,0.5,"Maxi",4,2,"Yearly","No","Professional","92035","Yes",46,51,"M","F",27,17,5,1870,125,"Diesel","RENAULT","LAGUNA",6,5,203,"Tourism",25750,1350
"2890",116.61,0.5,"Maxi",26,8,"Biannual","No","WorkPrivate","42044","No",61,0,"M","",42,0,8,1149,59,"Gasoline","RENAULT","CLIO",10,8,160,"Tourism",11250,890
"2891",3621.22,0.5,"Maxi",4,3,"Biannual","No","WorkPrivate","92044","Yes",43,37,"F","M",19,19,4,1968,140,"Diesel","AUDI","A3",7,5,207,"Tourism",34590,1410
"2892",388.61,0.5,"Maxi",21,1,"Yearly","No","Retired","34031","No",69,0,"M","",51,0,4,2231,136,"Diesel","TOYOTA","RAV4",5,2,180,"Tourism",28650,1585
"2893",593.09,0.5,"Maxi",32,1,"Yearly","No","WorkPrivate","03310","No",57,0,"F","",38,0,9,1997,109,"Diesel","CITROEN","XSARA",10,9,190,"Tourism",21400,1216
"2894",4796.76,0.5,"Maxi",21,6,"Monthly","No","Professional","69266","No",52,0,"M","",32,0,6,1686,101,"Diesel","OPEL","COMBO",7,6,172,"Tourism",15430,1290
"2895",1925.72,0.63,"Maxi",3,1,"Monthly","No","Professional","42003","Yes",38,36,"M","F",20,16,4,2987,225,"Diesel","MERCEDES BENZ","R320",6,4,215,"Tourism",55100,2195
"2896",114.49,0.5,"Maxi",1,1,"Biannual","No","WorkPrivate","92020","No",36,0,"M","",16,0,1,1997,164,"Diesel","CITROEN","C5",2,1,210,"Tourism",34850,1609
"2897",4848.7,0.72,"Maxi",6,1,"Yearly","No","WorkPrivate","37018","No",25,0,"F","",7,0,5,1587,109,"Gasoline","CITROEN","C4",7,3,194,"Tourism",20100,1200
"2898",2323.95,0.5,"Mini",15,1,"Yearly","No","WorkPrivate","83090","Yes",50,60,"F","M",31,41,20,2068,89,"Diesel","JEEP","CHEROKEE",27,21,140,"Commercial",24472,2200
"2899",729.92,0.5,"Maxi",29,2,"Yearly","No","Retired","85160","No",61,0,"M","",41,0,2,1560,90,"Diesel","PEUGEOT","308",4,3,180,"Tourism",20300,1311
"2900",852.21,0.62,"Maxi",30,2,"Yearly","No","Retired","33211","No",63,0,"M","",45,0,2,1798,100,"Hybrid","TOYOTA","PRIUS",2,1,180,"Tourism",28900,1370
"2901",135.22,0.5,"Maxi",8,2,"Monthly","No","WorkPrivate","91228","No",54,0,"F","",26,0,2,1149,59,"Gasoline","RENAULT","TWINGO",4,2,150,"Tourism",11800,925
"2902",790.35,0.5,"Maxi",7,1,"Yearly","No","Retired","44020","Yes",68,69,"F","M",37,50,3,1598,112,"Gasoline","RENAULT","MODUS",4,1,184,"Tourism",17850,1205
"2903",811.8,0.5,"Median1",7,2,"Biannual","No","WorkPrivate","55401","No",47,0,"F","",28,0,13,1870,64,"Diesel","RENAULT","KANGOO",14,10,145,"Commercial",13073,1065
"2904",1236,0.55,"Maxi",7,5,"Monthly","No","Retired","73076","Yes",77,66,"M","F",47,41,10,1124,60,"Gasoline","PEUGEOT","106",15,13,165,"Commercial",9120,800
"2905",1266.66,0.5,"Median2",13,3,"Yearly","No","Retired","51663","No",52,0,"F","",30,0,19,1905,93,"Diesel","PEUGEOT","405",19,17,181,"Tourism",20215,1150
"2906",3163.9,0.5,"Maxi",9,6,"Biannual","No","Professional","67482","No",51,0,"M","",30,0,6,2460,131,"Diesel","VOLKSWAGEN","TRANSPORTER",8,5,163,"Commercial",29745,0
"2907",-256.09,0.76,"Maxi",6,1,"Monthly","No","WorkPrivate","03095","No",29,0,"F","",9,0,3,1348,75,"Gasoline","MAZDA","MAZDA2",4,3,168,"Tourism",11700,955
"2908",359.06,0.5,"Maxi",12,5,"Biannual","No","WorkPrivate","67281","No",61,0,"F","",35,0,13,1370,104,"Gasoline","ALFA ROMEO","ALFA 146",14,13,187,"Tourism",14056,1160
"2909",64.57,0.5,"Maxi",11,2,"Monthly","No","Retired","2A189","No",57,0,"F","",33,0,6,1500,96,"Diesel","SMART","FORFOUR",7,6,180,"Tourism",18750,970
"2910",93.73,0.5,"Median2",24,3,"Biannual","No","WorkPrivate","37212","No",46,0,"M","",28,0,20,2068,67,"Diesel","RENAULT","R21",25,22,164,"Tourism",13507,1075
"2911",1336.82,0.5,"Maxi",29,2,"Yearly","No","Retired","63103","No",63,0,"M","",44,0,8,1896,101,"Diesel","VOLKSWAGEN","GOLF",11,7,188,"Tourism",19800,1260
"2912",316.91,0.7,"Median1",4,1,"Monthly","No","WorkPrivate","83069","No",50,0,"M","",28,0,4,1149,75,"Gasoline","RENAULT","TWINGO",4,1,169,"Tourism",12450,955
"2913",2549.13,0.5,"Maxi",19,4,"Biannual","No","Professional","10387","Yes",49,44,"M","F",30,26,4,2987,218,"Diesel","JEEP","CHEROKEE",6,1,200,"Tourism",48120,2135
"2914",889.35,0.85,"Maxi",24,4,"Biannual","No","Retired","85191","No",76,0,"F","",55,0,4,1560,90,"Diesel","CITROEN","C4",7,3,180,"Tourism",18800,1257
"2915",270.32,0.5,"Median1",1,1,"Monthly","No","WorkPrivate","85010","Yes",55,51,"M","F",35,30,13,1527,58,"Diesel","PEUGEOT","106",15,13,158,"Tourism",11221,895
"2916",447.16,0.57,"Maxi",1,1,"Yearly","No","WorkPrivate","76272","No",33,0,"M","",15,0,4,1968,140,"Diesel","VOLKSWAGEN","PASSAT",6,5,209,"Tourism",25390,1454
"2917",582.24,0.5,"Maxi",28,1,"Yearly","Yes","Retired","13027","No",73,0,"F","",43,0,2,1398,68,"Diesel","PEUGEOT","1007",6,5,160,"Tourism",15300,1168
"2918",947.46,0.5,"Maxi",7,5,"Yearly","No","Retired","47239","No",73,0,"M","",46,0,9,2148,116,"Diesel","MERCEDES BENZ","C200",11,8,203,"Tourism",29200,1505
"2919",86,0.5,"Median1",4,4,"Monthly","No","WorkPrivate","22317","No",46,0,"F","",23,0,22,1108,48,"Gasoline","RENAULT","SUPERCINQ",27,16,143,"Tourism",7890,715
"2920",106.14,0.5,"Median2",23,2,"Biannual","No","Retired","45264","No",73,0,"M","",53,0,12,1761,90,"Gasoline","CITROEN","XSARA",13,11,182,"Tourism",14178,1146
"2921",1236,0.85,"Mini",3,1,"Monthly","No","WorkPrivate","01289","No",65,0,"M","",28,0,12,1896,111,"Diesel","VOLKSWAGEN","PASSAT",13,11,196,"Tourism",20734,1300
"2922",513.83,0.72,"Median2",3,1,"Monthly","No","WorkPrivate","94046","No",34,0,"M","",7,0,5,1870,131,"Diesel","RENAULT","MEGANE",6,5,200,"Tourism",21750,1250
"2923",110.98,0.57,"Maxi",5,1,"Monthly","No","WorkPrivate","28140","No",32,0,"M","",12,0,3,1560,90,"Diesel","PEUGEOT","207",4,1,182,"Tourism",18500,1205
"2924",106.14,0.71,"Maxi",2,2,"Yearly","No","WorkPrivate","93051","No",31,0,"M","",12,0,3,1560,90,"Diesel","CITROEN","C4",7,3,180,"Tourism",18800,1257
"2925",557.82,0.5,"Maxi",24,1,"Monthly","No","WorkPrivate","59154","No",54,0,"F","",34,0,7,1587,109,"Gasoline","CITROEN","C4",7,3,194,"Tourism",18950,1200
"2926",374.72,0.5,"Maxi",26,1,"Yearly","No","WorkPrivate","54395","No",61,0,"M","",43,0,8,1398,68,"Diesel","CITROEN","C3",9,1,158,"Tourism",18150,1058
"2927",-713.59,0.5,"Maxi",27,1,"Biannual","No","WorkPrivate","77487","No",58,0,"F","",38,0,9,2497,204,"Gasoline","JAGUAR","S-TYPE",9,6,225,"Tourism",48090,1620
"2928",82.52,0.5,"Maxi",25,1,"Quarterly","Yes","Retired","59224","No",83,0,"F","",31,0,12,1360,75,"Gasoline","PEUGEOT","206",13,8,170,"Tourism",14300,950
"2929",-876.2,0.5,"Maxi",9,1,"Yearly","No","WorkPrivate","78073","No",48,0,"M","",29,0,1,1598,105,"Diesel","AUDI","A1",1,1,190,"Tourism",26330,1140
"2930",783.76,0.5,"Median1",3,3,"Monthly","No","WorkPrivate","79253","No",58,0,"M","",40,0,16,2068,89,"Diesel","RENAULT","ESPACE",20,16,160,"Tourism",31634,1350
"2931",244.15,0.5,"Median2",2,2,"Yearly","No","WorkPrivate","38544","No",51,0,"M","",31,0,15,1390,60,"Gasoline","VOLKSWAGEN","POLO",16,13,160,"Tourism",10093,910
"2932",3345.12,0.58,"Maxi",8,5,"Yearly","No","WorkPrivate","78616","Yes",59,23,"M","F",33,111,6,2179,130,"Diesel","PEUGEOT","807",9,6,182,"Tourism",33450,1648
"2933",305.64,0.5,"Maxi",7,3,"Monthly","No","WorkPrivate","12254","No",52,0,"F","",33,0,16,1239,55,"Gasoline","RENAULT","TWINGO",16,14,150,"Tourism",9041,790
"2934",464.51,0.95,"Median2",4,2,"Biannual","No","Retired","75114","No",64,0,"M","",46,0,5,2776,164,"Diesel","JEEP","CHEROKEE",6,4,174,"Tourism",33800,1956
"2935",1815.57,0.5,"Median2",12,1,"Monthly","Yes","WorkPrivate","83071","No",56,0,"M","",37,0,13,2982,125,"Diesel","TOYOTA","LAND CRUISER",15,10,160,"Commercial",29865,1720
"2936",2207.28,0.5,"Maxi",5,2,"Monthly","No","WorkPrivate","12176","Yes",34,35,"M","F",16,13,5,1753,116,"Diesel","FORD","FOCUS",6,4,188,"Tourism",22150,1390
"2937",1306.89,0.5,"Median1",3,2,"Biannual","No","WorkPrivate","59365","Yes",57,22,"M","F",36,3,11,1527,58,"Diesel","CITROEN","SAXO",13,11,158,"Tourism",10901,890
"2938",1240.89,0.5,"Mini",6,4,"Yearly","No","Retired","53271","No",61,0,"F","",43,0,23,1905,71,"Diesel","CITROEN","BX",24,21,165,"Tourism",14971,990
"2939",307.65,0.5,"Median1",11,1,"Monthly","No","WorkPrivate","75106","Yes",67,34,"F","F",26,14,11,1587,90,"Gasoline","PEUGEOT","206",13,11,185,"Tourism",13706,1025
"2940",-642.07,0.5,"Maxi",12,1,"Biannual","No","WorkPrivate","11262","No",48,0,"M","",30,0,3,1560,109,"Diesel","CITROEN","C4 PICASSO",5,3,180,"Tourism",27200,1539
"2941",1241.2,0.5,"Maxi",8,2,"Yearly","No","WorkPrivate","17190","No",48,0,"F","",30,0,2,1461,68,"Diesel","RENAULT","CLIO",2,1,162,"Tourism",15750,1165
"2942",356.53,0.77,"Maxi",12,1,"Monthly","No","WorkPrivate","63300","No",64,0,"F","",21,0,2,1399,68,"Diesel","MAZDA","MAZDA2",4,2,162,"Tourism",13900,980
"2943",308.59,0.54,"Maxi",9,1,"Biannual","No","WorkPrivate","35266","No",68,0,"M","",47,0,4,1461,58,"Diesel","RENAULT","KANGOO",8,6,137,"Commercial",14651,1660
"2944",2684.85,0.5,"Maxi",13,2,"Yearly","No","Retired","44109","No",63,0,"M","",46,0,4,2698,180,"Diesel","AUDI","CABRIOLET",5,4,222,"Tourism",46600,1560
"2945",407.35,0.5,"Maxi",14,2,"Biannual","No","WorkPrivate","43021","Yes",42,46,"M","F",23,26,4,1398,68,"Diesel","CITROEN","C3",9,1,158,"Tourism",18150,1058
"2946",1462.69,0.5,"Maxi",6,1,"Yearly","No","WorkPrivate","93029","Yes",51,47,"F","M",31,18,3,1896,90,"Diesel","VOLKSWAGEN","GOLF",7,4,176,"Tourism",18870,1251
"2947",-293.75,0.5,"Maxi",10,10,"Monthly","No","Professional","33063","Yes",44,53,"F","M",25,20,16,2068,70,"Diesel","RENAULT","R21",19,16,170,"Tourism",17913,1155
"2948",1086.41,0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","31555","No",35,0,"M","",17,0,10,1896,90,"Diesel","AUDI","A3",15,10,180,"Tourism",25002,1170
